longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.4589,37.4077,16,5676,1798,6061,1892,9.2005,163676.46
-117.7183,38.9459,47,816,215,249,102,13.6502,179593.97
-118.4964,41.9006,13,6016,1812,2278,752,9.7555,114723.53
-119.5736,41.3917,23,5440,1761,3547,1088,13.2092,183098.41
-123.0654,34.9739,52,4776,1628,3999,1194,9.9893,264044.07
-122.1186,34.6415,20,4555,1107,2622,911,7.2245,185175.11
-117.9807,38.0007,40,1170,387,536,195,13.0787,228128.93
-120.518,35.3475,4,7332,1490,4216,1833,6.4333,71381.68
-119.756,35.5172,46,1257,330,1234,419,3.064,47975.71
-117.9796,32.5844,18,1912,531,1069,478,11.8856,270718.12
-119.9955,36.5807,28,6162,1114,2876,1027,11.0946,197626.9
-114.8113,40.9338,49,12292,2610,5294,1756,9.587,87064.57
-120.8927,33.7532,25,7560,1754,2265,1080,1.1629,108738.32
-114.8274,36.8303,34,8897,2112,4234,1271,14.9343,212319.46
-120.7431,34.3131,52,2628,575,2707,876,2.4025,145217.37
-116.9799,38.089,11,1510,454,962,302,5.9403,22044.64
-118.0937,38.1288,4,4215,1227,2851,1405,10.5014,111075.75
-120.1656,36.1182,36,3402,1018,1308,567,10.4432,243718.5
-123.3362,37.4361,40,10320,2098,4187,1290,2.0213,53406.21
-117.1336,33.6479,8,4971,1315,4827,1657,11.7804,277490.84
-120.7565,36.3958,11,910,240,300,130,14.0303,201888.71
-121.0307,32.5658,43,696,224,696,232,2.6626,150829.55
-117.0854,33.4931,17,5476,1410,4744,1369,4.3298,114645.79
-123.8472,40.192,3,8975,2165,5412,1795,6.6769,132645.69
-115.4115,32.631,9,11264,2354,3571,1408,6.8469,180242.65
-118.1071,40.8065,6,4065,858,2114,813,14.4535,186779.2
-115.8093,40.0671,42,7456,1485,5674,1864,1.3504,14999
-114.8876,34.0399,27,13412,3514,5467,1916,6.8534,85173.24
-118.212,40.6568,47,7504,1966,5125,1876,13.3701,159177.71
-119.9255,33.136,42,2079,623,2090,693,11.6292,247641.95
-114.5319,38.8432,22,7791,2313,3258,1113,6.7763,28203.28
-117.0544,37.075,43,11480,2817,4676,1435,8.596,149750.54
-117.8903,34.0167,31,10764,3528,3789,1794,7.6289,166179.75
-121.9314,41.6691,4,4352,1190,2793,1088,12.348,193981.63
-118.5967,33.3683,32,4825,965,2649,965,9.9739,245181.27
-123.3195,36.4201,36,3522,1128,3742,1174,14.466,272640.3
-118.7042,38.6997,30,9980,2412,4154,1996,3.7323,14999
-119.7872,37.811,40,7668,2314,3252,1278,7.0617,154376.1
-124.3279,35.8819,41,8440,2305,4322,1688,2.0417,109015.32
-115.3454,37.1737,46,12560,3134,3738,1570,3.3409,63550.51
-122.1855,40.2991,13,7585,1504,3977,1517,13.9361,264577.01
-115.9418,38.0807,50,11256,2901,5410,1876,7.8109,106267.34
-116.9584,37.7459,28,12369,3241,4881,1767,13.8569,225986.87
-122.5709,37.9842,47,6876,1358,5133,1719,9.2893,159066.81
-120.1466,38.2706,45,6444,1459,5550,1611,14.5721,322797.99
-119.8034,33.795,27,10264,3394,3551,1283,12.7246,260618.94
-116.9523,37.7492,14,1844,527,1122,461,5.5068,44811.39
-117.5994,41.7744,42,2898,788,1223,414,10.8001,119789.99
-118.4986,41.4106,46,7232,2221,2948,904,4.646,14999
-115.8431,40.1461,34,804,196,557,268,1.3208,14999
-114.4753,38.9707,10,5307,1578,4321,1769,11.4271,183127.52
-124.0256,40.2,7,10488,3206,4322,1311,11.265,163524.64
-116.4756,40.0569,19,11752,2209,3778,1469,6.5402,28956.9
-116.4374,38.9872,36,480,147,368,160,13.0983,213416.78
-122.0855,38.5039,46,6880,2121,3880,1376,9.2491,148155.78
-116.5575,41.614,19,3876,1345,2046,969,14.4559,171452.09
-123.942,35.1664,17,1264,353,752,316,5.2932,129344.98
-117.2247,33.9967,10,9755,2745,6166,1951,9.5678,204231.65
-116.4193,37.717,5,13240,3098,3856,1655,3.1661,14999
-123.6655,37.2934,27,8134,2021,2933,1162,13.3093,261673.11
-121.4025,41.4824,40,6816,2381,3675,1136,14.7264,206500.74
-124.2616,38.8347,29,4336,1232,1588,542,14.404,269298.31
-115.154,41.4323,25,4025,1219,1171,575,7.9946,14999
-116.6142,37.3796,33,5772,1081,3220,962,3.2914,14999
-122.6694,41.5386,35,3426,981,2645,1142,9.628,127971.13
-122.2097,38.9897,7,3297,1057,1562,471,11.2499,136575.58
-123.6259,38.9957,2,7920,1872,2109,990,1.2869,18683.18
-116.3761,37.7916,37,6928,2319,4523,1732,7.0413,67869.92
-120.4394,33.6533,1,10904,3108,4271,1363,8.9913,219824.57
-117.3131,33.2231,33,1335,418,654,267,1.7543,60828.9
-120.3831,38.7574,31,2590,563,1154,370,12.0532,172225.57
-115.8213,35.3157,41,1725,509,1163,345,12.0277,220132.99
-114.8174,37.7487,36,1017,190,969,339,6.2142,31843.38
-118.8528,33.341,14,12656,4222,3979,1582,6.4835,131501.32
-122.734,34.6176,17,1341,282,1430,447,12.8576,265714.1
-115.8021,41.3136,36,7952,2174,2421,994,1.4768,14999
-119.4586,35.6533,9,11392,2504,3457,1424,1.5122,49528.67
-122.4073,37.112,22,10496,2434,3773,1312,8.7005,156348.93
-120.0498,32.5855,16,6636,1997,4912,1659,4.5119,155534.16
-120.7408,38.9348,22,11082,2866,4687,1847,4.9293,39811.46
-118.2595,40.4613,9,13125,2800,5813,1875,9.586,95426.24
-117.0466,40.9347,33,4029,1281,3852,1343,11.6534,139821.22
-121.7334,40.9524,35,8128,2534,2589,1016,3.7379,25814.63
-116.5977,39.4397,19,1944,515,692,324,5.7761,54325.17
-114.6714,41.7792,44,2723,555,870,389,8.7122,54401.26
-118.6692,40.7474,10,12456,3265,3951,1557,3.6729,14999
-120.6409,32.9428,14,5550,1365,3748,1110,13.2825,310473.74
-123.9494,38.6426,7,10437,3002,3593,1491,11.2577,172287.3
-120.5683,36.1019,38,4164,1115,3559,1388,13.655,262631.27
-119.1656,35.8608,23,6282,2078,2104,1047,13.2895,238541.49
-119.184,35.1824,10,1728,417,1328,432,2.2158,49049.28
-122.0373,40.1731,47,1692,498,766,282,9.0665,125964.21
-121.9036,33.7434,38,1516,435,780,379,8.7979,205383.72
-123.7886,34.9702,12,6648,1874,3152,1108,0.77,44755.51
-121.5041,33.3469,29,7752,2538,2914,1292,12.5403,259769.94
-118.3176,40.0173,50,2954,862,1011,422,11.0007,139160.38
-118.4204,34.7025,25,960,175,890,320,13.6854,306576.83
-117.4789,40.3175,39,988,257,721,247,1.066,14999
-123.1701,37.0779,9,13279,3607,3797,1897,14.0972,246944.77
-117.5373,36.6004,27,2424,723,2135,808,14.1071,201925.12
-120.8308,40.1115,49,14112,3922,4653,1764,4.1905,45037.56
-116.6608,41.1039,6,4410,1451,1646,630,3.2408,14999
-118.547,33.6488,1,6544,1406,2622,818,6.4283,87489.93
-123.2799,36.5493,38,2845,925,1499,569,5.8018,131787.62
-116.7701,36.4285,51,7146,1503,3380,1191,7.5145,174265.42
-114.4254,37.9757,50,8964,2734,4904,1494,10.0596,137511.52
-117.3289,34.0625,14,6546,2053,3492,1091,9.4034,156130.49
-117.477,33.0298,25,4056,1284,4373,1352,7.3392,159238.56
-121.7086,36.0296,39,1016,249,441,127,9.4025,199183.7
-119.1191,39.2362,39,668,192,443,167,3.4248,14999
-121.4785,32.8563,39,7665,2289,3200,1095,10.2734,224805.56
-120.7382,38.7037,11,1135,354,574,227,6.2296,50382.28
-116.9513,33.1857,6,5875,1782,3335,1175,8.9525,167220.49
-120.8614,40.214,15,5164,1328,3364,1291,0.5674,14999
-118.7413,37.2748,22,5967,1888,6832,1989,13.2036,263640.08
-116.186,37.9498,45,5736,1581,3016,956,11.4834,210673.95
-119.7244,38.062,2,3111,696,2669,1037,11.9355,184558.12
-122.1374,39.1381,52,4176,1429,1931,696,0.641,14999
-123.4162,38.8795,22,1435,485,556,205,5.6263,73953.81
-115.3711,35.072,48,5796,1534,3331,1449,11.1637,224395.65
-122.3142,34.8896,40,3116,973,1698,779,1.6381,59289.15
-114.754,37.176,1,11305,3876,5284,1615,5.8823,18919.52
-115.5049,37.9462,18,4220,1465,3559,1055,4.5639,79902.1
-122.1202,37.9664,4,6756,1765,3165,1126,7.7859,95313.35
-122.595,41.7289,45,6666,1557,2236,1111,10.2745,177106.42
-120.5405,33.488,24,6520,1381,3122,1304,4.4064,154706.1
-122.5035,36.5293,27,7425,1797,3862,1485,7.0356,145214.61
-118.613,41.755,44,1554,470,1660,518,8.5524,93903.03
-116.3176,39.4897,31,5100,1071,4673,1700,14.9356,202847.05
-115.8221,37.405,47,4176,964,1978,696,8.7336,92773.55
-123.7472,40.198,31,14144,2777,5510,1768,4.2667,81221.48
-120.7325,37.786,52,2885,529,1258,577,13.0768,272054.68
-118.568,38.6483,12,8240,1980,4960,1648,7.5687,87603.9
-116.9553,40.9114,25,6530,1690,4485,1306,13.0897,118527.17
-120.115,38.3018,26,5364,1037,4497,1788,5.0455,14999
-117.7937,39.2252,39,8220,1858,3654,1370,13.0107,173651.06
-114.6561,36.4356,12,5397,1086,4231,1799,4.1489,55918.73
-116.8815,39.5951,14,2346,463,819,391,13.241,172329.19
-120.364,39.7386,6,1310,373,557,262,14.008,213914.99
-120.4359,34.6982,48,3786,1084,1386,631,12.6585,329752.91
-115.7119,35.6001,31,7042,2386,2839,1006,2.4592,30284.22
-114.8272,37.6147,38,7638,2194,3760,1273,8.6778,70562.08
-121.241,35.8069,35,1545,394,1312,515,4.2672,95374.32
-121.3021,32.5409,49,7144,1703,4828,1786,0.6206,149381.13
-119.5602,32.6259,28,8420,2370,5380,1684,8.4491,181888.29
-122.4567,40.8411,28,3432,713,2664,858,6.151,53139.3
-120.1107,34.7943,49,11816,3749,5109,1688,4.6278,138245.64
-116.891,40.1509,27,1305,275,1058,435,9.7349,89400.19
-118.0976,34.3071,2,1083,373,733,361,14.5988,273032.23
-121.5176,33.7166,29,4617,1013,3425,1539,7.6569,185877.19
-116.3234,41.9308,30,4431,1046,4822,1477,14.2988,190320.68
-123.7874,39.8389,5,6972,1470,3885,1162,4.1262,40222.67
-114.565,39.2652,25,9774,2169,5688,1629,3.3881,14999
-116.9674,33.4242,43,2856,703,1638,476,14.0751,329681.93
-116.873,37.7115,8,3408,983,1305,568,13.369,247351.05
-115.6789,34.5894,8,4264,1082,1078,533,12.0187,191013.21
-121.9094,41.6567,38,13232,3450,4787,1654,5.8853,37849.97
-123.4516,34.0239,6,10178,2417,5022,1454,11.5136,302668.54
-122.8047,37.5871,7,1842,404,1066,307,11.9341,237173.49
-116.7528,40.12,29,6204,1139,3980,1551,11.0038,132761.15
-117.2555,37.8004,35,8862,1881,3367,1477,5.5411,73875.84
-116.9967,35.1308,39,13454,2788,5375,1922,7.0161,150663.84
-119.791,39.8414,33,6608,1397,1675,826,12.924,167724.51
-116.5588,34.787,47,1432,493,577,179,3.2531,44406.65
-122.8025,35.2042,27,6810,1353,3792,1362,1.4669,16517.02
-115.9647,33.7612,3,1389,364,994,463,8.7797,187069.9
-119.0708,39.1394,17,750,163,461,150,0.6897,14999
-115.1028,38.7106,6,8064,1534,2859,1008,14.1045,166383.2
-117.2373,40.2905,18,3399,1036,3684,1133,1.6301,14999
-122.1824,37.4284,7,6140,1660,3506,1535,8.1298,148455.91
-122.5539,39.5899,27,4734,1468,4520,1578,10.2801,213719.77
-117.2964,36.5588,7,1564,427,1078,391,10.0342,120483.71
-114.9775,41.0324,36,3570,892,2106,714,12.4792,129333.8
-121.1026,34.8052,35,2928,908,1653,488,4.1843,145664.15
-120.3632,39.3746,19,3810,1021,4432,1270,4.8767,37522.5
-121.3346,34.628,21,752,240,317,94,7.9134,150749.82
-123.4034,36.8721,10,1665,403,956,333,3.8784,65933.3
-116.2068,33.4048,26,4860,1481,3748,1215,11.9971,273639.02
-117.4265,37.9623,7,10152,2345,3929,1269,8.8561,166224.5
-123.5621,33.0662,50,3670,1209,1946,734,13.9886,400671.07
-116.8433,40.5336,1,10784,2642,3312,1348,1.0971,14999
-118.9291,33.9475,33,5916,1218,4452,1479,14.9618,373286.94
-118.5744,33.3877,28,3858,791,1610,643,7.3999,166701.13
-116.867,37.6981,17,1344,356,708,224,2.3904,17193.08
-119.4519,38.6777,13,8393,2933,3340,1199,4.0136,57008.54
-121.6768,36.5869,44,13594,2653,5840,1942,6.6413,130156.23
-118.3875,32.7678,20,1980,563,1380,396,6.912,191332.28
-122.886,32.9623,15,3664,892,1436,458,12.8651,327100.73
-114.8226,41.2605,19,390,116,169,78,7.0259,22210.3
-124.1216,34.5068,35,1932,527,1509,483,8.4576,161031.06
-117.3715,38.8283,25,9944,2680,2962,1243,1.3716,14999
-122.335,39.0943,18,948,276,317,158,6.1354,82143.7
-117.7226,40.6729,2,5192,1275,2251,649,7.8738,114289.72
-117.2247,41.0454,32,12775,3453,4160,1825,7.7594,14999
-124.1343,34.868,34,3370,887,2100,674,0.7664,86261.32
-117.4795,35.8841,20,3731,846,1115,533,4.2364,14999
-114.4068,41.4243,18,2044,486,1323,511,2.4903,14999
-117.0219,37.44,44,10432,3095,3424,1304,8.807,115473.38
-118.2721,36.7667,9,3784,770,1330,473,12.1015,218780.37
-115.6896,35.4477,46,13230,4427,4999,1890,13.6805,261919.68
-118.679,34.0272,5,8337,2845,2593,1191,5.1052,66134.61
-115.5184,39.3818,49,4212,1446,1723,702,11.3113,168738.2
-116.9371,33.9699,13,1072,226,842,268,9.3737,147482.54
-121.6707,37.8759,15,5084,1114,2591,1271,1.6524,14999
-115.8548,36.9511,42,3260,1059,2230,815,2.4939,14999
-122.4097,32.8433,49,400,136,186,80,10.2344,287743.45
-122.5721,41.5237,29,12775,3363,4539,1825,7.1344,100321.13
-121.8723,36.3498,3,10360,3316,3988,1295,6.2152,157792.9
-118.967,38.5755,46,4983,1337,4447,1661,12.4916,197352.79
-123.9241,41.9108,34,6906,2398,2369,1151,6.1173,75391.23
-122.4439,36.6762,20,8170,2111,4303,1634,9.3904,116658.5
-123.8024,37.4047,10,7992,2052,3080,999,2.141,55865.09
-117.361,33.8132,27,4272,787,1908,712,13.501,211644.55
-115.3562,40.8448,6,2810,836,1888,562,12.0491,117118.29
-123.2038,36.7688,24,1568,470,692,224,14.6403,289800.93
-118.2048,34.0447,36,2487,772,2792,829,8.6996,183749.75
-115.6271,34.2231,46,930,216,479,155,14.434,274931.66
-121.4506,34.2403,9,1395,398,1106,465,7.1503,194609.81
-124.2923,40.8462,16,3458,1010,1324,494,6.9072,64162.85
-118.3138,32.6019,36,4333,1242,1999,619,3.5107,115715.2
-120.8458,33.908,3,9912,3196,3465,1416,13.8456,311820.89
-123.8577,36.4636,12,3040,694,1136,380,10.6478,194214.61
-114.6484,39.5912,24,5871,1149,4792,1957,5.8443,14999
-120.5454,33.1767,28,12439,2376,4808,1777,2.2693,109110.58
-120.1959,34.5146,14,3909,776,4032,1303,9.6202,188531.91
-114.4386,37.0913,45,10304,2357,3752,1288,5.0891,14999
-120.7973,33.7606,37,7462,2268,2927,1066,12.2157,273262.22
-115.478,34.7299,19,1338,267,1203,446,12.0526,217818.91
-118.1723,36.4417,3,3665,1008,2166,733,0.6638,14999
-122.3301,35.1901,51,940,217,531,188,11.622,295122.06
-120.3737,37.8936,2,7016,1494,5701,1754,13.8731,256763.03
-119.5398,37.005,3,5488,1437,4034,1372,13.4348,211063.03
-116.4788,36.4353,48,1148,265,506,164,5.0748,70557.75
-118.9697,34.4997,44,3645,697,1621,729,12.6907,260615.61
-118.9859,34.1018,39,3388,952,2792,847,11.3973,278457.23
-117.2691,35.4994,3,3636,708,2009,606,5.888,103116.53
-119.078,34.1869,24,4971,1552,5584,1657,6.9347,134152.13
-124.0997,37.0819,33,1460,347,994,365,13.1712,272602.48
-116.6244,33.4645,34,5740,1233,2948,1435,6.12,161244.99
-115.6673,33.63,20,5877,1744,5664,1959,1.7626,23118.29
-119.1234,38.741,20,672,207,283,96,3.5428,20633.51
-122.3364,35.2366,35,4218,1240,1693,703,2.7837,146211.75
-118.7314,33.5034,35,5369,1257,1696,767,10.7131,294880.56
-121.506,34.8438,5,4809,1595,1931,687,1.2355,106373.35
-123.8434,36.1497,6,5538,1165,2671,923,9.095,211149.11
-115.9548,39.121,40,3890,919,1787,778,11.4968,161176.69
-115.0852,39.7333,37,957,304,1078,319,7.29,43680.28
-119.7759,38.9809,46,9714,2525,5538,1619,2.584,32550.96
-120.701,34.2654,43,3630,933,1484,726,7.3923,172847.31
-120.8215,36.8803,11,3140,887,1376,628,1.9925,46772.0
-121.0783,38.6513,51,4676,1208,1927,668,3.9593,14999
-121.9033,34.0364,31,2508,596,2692,836,9.0691,234424.34
-116.4452,37.664,16,3232,949,1256,404,10.8227,125723.28
-115.949,33.6158,39,4990,1369,3226,998,3.0545,80905.95
-123.2582,40.2004,50,10374,2444,5130,1729,1.3915,14999
-122.1652,33.8472,38,15192,4826,5954,1899,10.0828,232443.11
-118.1697,36.7478,14,7225,1668,4611,1445,10.3536,181464.91
-115.1282,41.3541,46,9620,3351,5529,1924,9.3666,18975.7
-115.7908,33.1273,36,474,141,510,158,5.709,123788.12
-115.7031,40.686,16,7472,2094,2743,934,10.8207,79110.6
-122.2294,34.1718,9,3045,747,1473,435,12.6795,307199.95
-122.8012,41.9261,43,1228,223,912,307,2.5879,25717.28
-114.5613,33.8176,9,8190,2671,4559,1365,10.5832,162307.87
-115.0097,38.4048,30,6558,1795,2923,1093,5.652,54088.8
-118.5475,40.5084,16,10556,2383,5111,1508,8.8571,129481.07
-124.014,32.8963,31,7465,1487,4064,1493,10.5122,320918.96
-114.4749,41.7963,50,3732,999,1732,622,9.346,104652.62
-121.8879,38.4745,43,4257,1261,3985,1419,8.9046,114379.97
-118.9783,32.6415,30,6594,1830,2744,1099,5.6173,113242.02
-114.5333,35.3124,11,976,328,381,122,11.0411,169065.32
-119.5995,34.131,4,6970,2213,4093,1394,4.6588,101844.72
-123.5216,37.2977,51,3095,626,1498,619,12.9389,293518.24
-122.5969,38.1086,10,8394,2038,3166,1399,11.8467,218380.58
-121.9786,34.2414,34,5445,1297,3859,1815,2.6035,113163.17
-119.3707,41.8896,50,3336,975,2576,834,2.9256,14999
-118.5493,40.4616,4,6825,2105,2967,1365,2.9302,14999
-116.8586,39.6203,35,3168,938,1364,528,4.3081,25322.01
-119.0244,36.6309,19,11688,2862,4818,1948,8.1887,155065.92
-119.0158,35.8695,28,10400,3389,3253,1300,4.3728,77822.92
-123.3633,38.6974,26,7952,2444,3082,994,9.0365,175407.43
-117.4196,34.233,36,568,103,149,71,6.4631,164729.24
-119.0763,38.9906,23,3992,910,1142,499,0.8437,21479.31
-117.7577,40.4017,39,4068,1221,2956,1356,12.9184,218594.75
-123.0457,38.7167,42,4836,1607,3679,1209,4.1734,14999
-117.9366,41.2226,18,9750,2902,4877,1625,11.6667,147995.27
-121.7663,39.8867,18,4923,1206,4100,1641,1.3709,14999
-119.9266,37.1671,13,7794,1639,3556,1299,2.5862,19653.37
-116.6322,34.595,42,1602,483,575,267,1.5573,14999
-119.8733,40.9762,10,11096,1998,2852,1387,6.162,28707.21
-122.8279,35.6437,26,3678,984,4180,1226,7.6149,126036.7
-116.5094,39.9304,35,1536,376,1553,512,11.8075,175384.67
-123.1331,37.5772,23,5856,1355,1524,732,14.9567,280802.61
-115.7824,35.74,30,8035,2331,3639,1607,1.0703,14999
-120.493,34.3373,45,2544,730,2152,848,1.7305,39140.55
-122.945,34.357,47,5056,1330,2647,1264,8.338,188225.97
-121.2604,37.5644,52,2910,542,2021,970,11.9228,251578.49
-116.2467,38.8194,30,15800,5181,5539,1975,11.2452,157585.63
-122.0108,33.2178,48,2034,592,917,339,13.8113,388763.88
-123.0394,34.1609,4,9510,3038,4081,1902,9.3628,240394.25
-115.9631,33.1418,7,1698,477,827,283,1.4151,36359.25
-115.9576,39.4839,26,2142,740,2044,714,2.4913,14999
-115.9523,40.0031,49,1001,209,299,143,4.4715,14999
-120.6359,34.0927,16,13615,2544,4181,1945,12.7868,265255.06
-118.2011,39.8578,2,11106,2151,3722,1851,13.929,182511.72
-121.5013,39.0659,51,9792,2915,3768,1632,9.7775,134284.38
-119.0982,36.4172,12,10400,1938,2951,1300,7.7484,173600.42
-116.4929,35.8133,1,4768,1013,4148,1192,14.6635,241565.84
-118.136,40.6583,35,4356,1127,3201,1089,3.5176,14999
-122.8519,40.48,31,4272,884,3614,1068,1.2834,14999
-120.6935,34.5122,17,5138,1628,2303,734,1.1281,40819.5
-122.5841,39.9315,32,3312,636,2597,1104,6.9499,34563.99
-118.5292,36.4834,48,7180,1573,3109,1436,3.8028,69540.59
-122.3424,40.9277,5,7098,1862,3382,1014,2.6016,16200.71
-115.034,36.8215,25,3256,839,1865,814,5.6996,57091.24
-124.0278,37.8911,18,987,320,884,329,2.9824,85439.62
-120.9005,40.8811,39,2968,1014,1245,371,8.8828,96649.38
-120.2166,37.4498,14,7566,2438,3050,1261,11.0853,187638.3
-116.9588,34.861,21,6573,1431,3184,939,14.2207,328617.02
-120.1556,32.9561,31,10864,2017,4340,1552,7.4494,164312.36
-116.3379,40.2684,29,4256,826,3329,1064,10.5508,100673.0
-120.7516,34.7896,6,492,144,183,82,7.1596,168008.91
-118.6234,38.0322,30,3996,1313,2605,999,11.953,175554.51
-117.9906,40.6362,5,6704,1586,1717,838,6.6756,60767.27
-121.6413,41.4428,35,4912,1541,2605,1228,13.2723,199534.38
-114.859,38.8885,4,1662,402,811,277,5.8008,14999
-122.5903,37.7982,5,9584,2985,2644,1198,5.3565,47304.98
-116.9467,39.6189,45,3832,1185,1188,479,13.52,189490.35
-119.2942,36.5198,4,895,213,488,179,8.1369,171141.21
-117.5398,37.5542,19,6825,1655,2934,975,10.5517,196425.52
-114.53,40.8503,13,11256,2193,4851,1876,3.0928,14999
-122.6957,33.5942,10,4264,1401,2964,1066,9.5955,237449.84
-121.4066,41.6637,35,7832,2040,5149,1958,11.1968,172978.58
-124.1288,40.0867,34,6850,1712,3444,1370,9.8677,174697.47
-121.0739,38.1235,45,7945,2031,2787,1135,2.4133,38011.59
-121.7395,37.0967,19,4878,1001,3945,1626,14.3651,262411.06
-118.139,34.053,35,2536,876,2066,634,10.5465,220058.51
-121.9614,32.9272,21,4904,1250,3131,1226,3.4748,112797.91
-117.2504,38.8029,23,1760,450,1219,352,8.2378,103085.88
-115.0021,39.7718,30,9750,2013,6737,1950,8.4191,77481.77
-119.2556,38.6306,19,5100,1758,3193,1020,14.914,221536.39
-117.0354,41.2188,22,4383,1334,4894,1461,2.5216,14999
-118.8184,35.4391,26,5256,1344,2810,1314,1.298,14999
-122.1197,41.3446,18,1350,262,1473,450,10.3174,107337.82
-114.7355,41.7226,26,2688,629,1302,448,14.1793,178456.65
-122.8646,40.5743,24,4200,764,2114,840,4.9672,36197.91
-119.8764,37.8193,14,9240,2827,4040,1540,6.9163,128006.34
-115.3369,39.3962,27,2345,660,742,335,4.8969,50670.15
-114.4266,37.4831,22,1295,399,394,185,6.4372,85570.16
-118.7696,39.2234,49,7692,1645,6246,1923,4.6972,30349.63
-119.4245,40.2825,20,12313,2852,4993,1759,7.2201,73630.57
-121.7127,41.5362,41,3051,888,3395,1017,6.5488,68487.05
-119.4115,39.0126,16,324,100,295,108,14.5741,212468.69
-119.5259,36.6434,17,10688,2788,4063,1336,2.234,14999
-119.2042,37.9532,17,2681,509,949,383,13.2356,235352.82
-121.6124,36.4876,23,745,171,440,149,1.614,48840.26
-122.4041,38.4498,49,1701,523,684,243,13.1504,277158.41
-121.3272,38.99,45,2376,643,2001,792,2.5839,14999
-122.975,35.1881,50,6258,1488,3510,1043,1.9851,98650.47
-122.4583,40.9813,40,10234,3314,4486,1462,10.6828,182110.66
-116.2921,36.4672,5,1152,388,783,288,5.0178,16257.06
-115.4171,38.1639,49,3000,902,1532,750,12.3113,229633.6
-122.1175,40.6026,10,5836,1355,3377,1459,14.7261,188091.92
-123.2283,32.717,31,9606,1798,3460,1601,11.9993,339724.72
-119.1947,33.0977,8,9550,1789,4684,1910,0.6489,52743.89
-118.308,38.0693,13,3424,820,914,428,12.765,212013.77
-114.8939,41.4681,23,3084,1003,2444,771,9.3879,51105.4
-116.1214,39.7221,34,3952,840,1196,494,13.5741,187273.58
-118.9573,41.7014,7,7768,2613,6363,1942,7.3834,37159.65
-117.5878,33.5499,23,4962,1073,1936,827,2.1363,39493.96
-114.4645,33.7032,8,4456,1177,2831,1114,4.6799,71601.07
